Cluster ID,confidence_score,identifier,name,url,author,description,datePublished,source_name,source_identifier,source_url
25,1.0,10.1109/tap.2010.2071361,Adaptive Array Beamforming Using a Combined LMS-LMS Algorithm,https://openalex.org/W1974478639,Jalal Abdulsayed Srar; Kah-Seng Chung; Ali Mansour,"A new adaptive algorithm, called least mean square- square (LLMS) which employs an array image factor, , sandwiched in between two (LMS) algorithm sections, is proposed for different applications of beamforming. It can operate with either prescribed or . The convergence LLMS analyzed operation modes; namely external reference self-referencing. range step size values stable has been established. Unlike earlier LMS based techniques, the derives its overall error signal by feeding back from second stage to combine that first section Computer simulation results show superior performance over algorithms, and quite insensitive variations input signal-to-noise ratio actual used. Furthermore, remains even when corrupted additive white Gaussian noise (AWGN). In addition, robust operating presence Rayleigh fading. Finally, fidelity at output beamformer demonstrated means resultant vector magnitude (EVM) scatter plots.",01-11-10,OPENALEX,W1974478639,https://openalex.org/W1974478639
26,1.0,10.1109/72.554203,Adaptive color segmentation-a comparison of neural and statistical methods,https://openalex.org/W2166277517,Enno Littmann; Helge Ritter,"With the availability of more powerful computers it is nowadays possible to perform pixel based operations on real camera images even in full color space. New adaptive classification tools like neural networks make develop special-purpose object detectors that can segment arbitrary objects with a complex distribution feature space after training one or several previously labeled image(s). The paper focuses detailed comparison approach local linear maps (LLMs) classifier normal distributions. proposed segmentation method uses information estimate membership probability object, respectively, background class. applied recognition and localization human hands laboratory scenes.",01-01-97,OPENALEX,W2166277517,https://openalex.org/W2166277517
27,1.0,10.1109/ICCIAutom.2011.6356710,Adaptive locally-linear-models-based fault detection and diagnosis for unmeasured states and unknown faults,https://ieeexplore.ieee.org/document/6356710/,Farzad Soltanian; Ahmad Akbari Alvanagh; Mohammad Javad Khosrowjerdi,"Today the problem of fault detection and diagnosis (FDD) is considered as an important and essential counterpart of control engineering systems. Because of importance and existence of faults that don't have a known structure in control system, i.e., fault occurred because of tangle of complex factors, In this paper a Lipschitz nonlinear system with unmeasured states and unknown faults is considered and a novel FDD architecture for it is presented. A neuro/fuzzy model consisting of few locally linear models (LLMs) with on-line updated centers and width vectors is used to approximate the model of the fault. A nonlinear observer is used to estimate the states of the system that are inputs to LLMs. The stability analysis of system is carried out via Lyapunov theory, from which the parameter updating rules are derived. At the end of this paper some numerical simulation is given to show the effectiveness of the method.",24-11-12,IEEE,6356710,https://ieeexplore.ieee.org/document/6356710/
28,1.0,10.1109/IranianCEE.2012.6292499,Adaptive locally-linear-models-based fault tolerant control for humanoid robot with unknown faults,https://ieeexplore.ieee.org/document/6292499/,Farzad Soltanian; Ahmad Akbari Alvanagh; Mohammad Javad Khosrowjerdi,"Today the problem of fault tolerant control (FTC) is considered as an important and essential counterpart of control engineering systems. Because of importance and existence of faults that don't have a known structure in control system, i.e., fault occurred because of tangle of complex factors, in this paper a Humanoid Robot with unknown faults is considered and a novel FTC architecture is presented. A neuro/fuzzy model consisting of a few locally linear models (LLMs) with on-line updated centers and width vectors is used to approximate the fault model. A linear estimator is employed to estimate the states of the system that are inputs to LLMs. The stability analysis of system is accomplished via Lyapunov theory, from which the parameter updating rules are derived. At the end of this paper some numerical simulations are given to show the effectiveness of the proposed method.",03-09-12,IEEE,6292499,https://ieeexplore.ieee.org/document/6292499/
29,1.0,10.5281/zenodo.7749108,Adjudication and Resolution of Islamic Finance Disputes in Non-Muslim States: An Analysis of Islamic Law With Reference to International Law,https://zenodo.org/api/records/7749108,Sohail Amjad; Nagina Riaz,An Analysis of the growth of multi trillion Islamic finance industry shows its huge importance and attraction for the stake holders but the lack of serious narrative and attitude towards resolution of disputes in Islamic financial contracts is degrading its rapid growth and failing to maintain trust of Muslims as well as non-Muslim stake holders. Immediate attention is needed from the scholars of Islamic as well as International law to provide a route map and code of resolution and litigation towards adjudication of Islamic finance disputes. This qualitative work analyzes the legal framework for Islamic finance law in Non-Muslim jurisdictions in the light of teachings of Muslim jurists and international law with reference to selected legal systems. This research finds that there is an immediate need of a structured code for the resolution of Islamic finance disputes and suggests that ADR and other legal remedies available in Islamic context as well as international conventions shall be implemented immediately to resolve prevailing issues and disputes.,17-03-23,Zenodo,7749108,https://zenodo.org/records/7749108
30,1.0,10.5281/zenodo.4904597,Admissibility of Evidence Produced Via Modern Devices and Techniques: A Look IN Pakistani Prospective,https://zenodo.org/api/records/4904597,Afrasiab Ahmed Rana,"Afrasiab Ahmed Rana is an LLM (Corporate Law) Scholar at International Islamic University, Islamabad. He graduated in Law from University of Sargodha. He is working as an Advocate High Court.",05-05-21,Zenodo,4904597,https://zenodo.org/records/4904597
31,1.0,10.1109/ICALT58122.2023.00072,AI-Assisted Learning with ChatGPT and Large Language Models: Implications for Higher Education,https://ieeexplore.ieee.org/document/10260931/,Samuli Laato; Benedikt Morschheuser; Juho Hamari; Jari Björne,"The recent progress in generative AI models, particularly large language models (LLMs), has brought about a transformation in the field of education. Conversational LLM services, such as Google's Bard and OpenAI's ChatGPT, offer students access to many abilities such as summarization and generation of text and code, and on-demand replies to questions on expert topics. In this paper, we observe ChatGPT to explore how LLM services impact learning and instruction in higher education. First, we mapped the capabilities of the system by reviewing the grey literature on ChatGPT and using the system ourselves for two months. Second, we selected a Bachelor level computer science curriculum from a Finnish university, and examined the impact of ChatGPT on the offered courses. As an outcome of this study, we highlight 13 implications for students' learning in higher education, and discuss the contemporary future of AI-assisted learning in universities and beyond.",29-09-23,IEEE,10260931,https://ieeexplore.ieee.org/document/10260931/
32,1.0,10.1109/MFI-2003.2003.1232674,ALTAIR: automatic location tracking system using active IR-tag,https://ieeexplore.ieee.org/document/1232674/,M. Sakata; Y. Yasumuro; M. Imura; Y. Manabe; K. Chihara,"This paper proposes a new location-awareness system ALTAIR (automatic location tracking system using active IR-tag) that automatically detects and tracks the location of the mobile PC (personal computer) users. IR-tag (infrared) is a small electrical device to indicate its location by emitting IR light and reliable detected by a camera with IR-pass filter. IR-tag is installed on a mobile PC, which has wireless LAN (local area network) connection so that ALTAIR controls lighting pattern and activating time of individual IR-tag through the network. ALTAIR identifies visually detected position of the IR-tag with the IP (Internet protocol) address whom the system requires to change the lighting pattern. Utilizing DHCP (dynamic host configuration protocol) service, ALTAIR stars to aware the position of the mobile PC user when he/she enters the area within ALTAIR's coverage. Prototype ALTAIR shows the effective performance for tracking and recognizing multiple users' positions in an office environment.",23-09-03,IEEE,1232674,https://ieeexplore.ieee.org/document/1232674/
33,1.0,10.5281/zenodo.8237869,Ambiguity of Parliamentary Privilege- An Analysis,https://zenodo.org/api/records/8237869,Moh. Zahaib; Moh. Ahmed; Neha Yadav3,"Parliamentary privileges are defined in Article 105 of the Indian Constitution. The members of parliament are spared from any civil and criminal liability for any statement made or act done while performing their duties. The privileges can be only claimed when a person is a member of the house that is Lok Sabha or Rajya Sabha. As soon as any member or the house ends up, privilege is said to be called off. The privileges given to the members are necessary for smooth functioning of the constitution.",31-08-23,Zenodo,8237869,https://zenodo.org/records/8237869
2,0.8204087380345446,10.3390/nano9060854,An Electrospun Preparation of the NC/GAP/Nano-LLM-105 Nanofiber and Its Properties,https://openalex.org/W2949033303,Tingting Luo; Yi Wang; Hao Huang; Feifei Shang; Xiaolan Song,"In this work, an energetic composite fiber, in which 2,6-diamino-3,5-dinitropyrazine-1-oxide (LLM-105) nanoparticles intimately incorporated with a nitrocellulose/glycidyl azide polymer (NC/GAP) was prepared by the electrospinning method. The morphology and structure of nanofiber characterized scanning electron microscopy (SEM), energy dispersive X-Ray (EDX), fourier transform infrared spectroscopy (IR), X-ray diffraction (XRD), photoelectron (XPS), Brunauer-Emmett-Teller (BET). nanofibers possessed three-dimensional (3D) net large specific surface area. Thermal analysis, performance, sensitivities were investigated, they compared NC/GAP LLM-105 nanoparticles. NC/GAP/nano-LLM-105 show higher decomposition rates lower temperatures. decomposed to CO2, CO, H2O, N2O, few NO, -CH2O-, -CH- fragments, thermal-infrared spectrometry online (TG-IR) measurement. demonstrated standard impulse (Isp), combustion chamber temperature (Tc), specialty height (H50). introduction nano-LLM-105 matrix results improvement performance safety.",04-06-19,OPENALEX,W2949033303,https://openalex.org/W2949033303
2,0.8272953064728399,,An Electrospun Preparation of the NC/GAP/Nano-LLM-105 Nanofiber and Its Properties,http://www.wikidata.org/entity/Q92543898,Yi Wang; Hao Huang; Tingting Luo; Feifei Shang; Xiaolan Song,,04-06-19,WIKIDATA,entity/Q92543898,http://www.wikidata.org/entity/Q92543898
2,0.8281358917392871,10.3390/nano9060854,An Electrospun Preparation of the NC/GAP/Nano-LLM-105 Nanofiber and Its Properties,https://doi.org/10.3390/nano9060854,Hao Huang; Tingting Luo; Yi Wang; Xiaolan Song; Feifei Shang,"In this work, an energetic composite fiber, in which 2,6-diamino-3,5-dinitropyrazine-1-oxide (LLM-105) nanoparticles intimately incorporated with a nitrocellulose/glycidyl azide polymer (NC/GAP) fiber, was prepared by the electrospinning method. The morphology and structure of the nanofiber was characterized by scanning electron microscopy (SEM), energy dispersive X-Ray (EDX), fourier transform infrared spectroscopy (IR), X-ray diffraction (XRD), X-ray photoelectron spectroscopy (XPS), and Brunauer−Emmett−Teller (BET). The nanofibers possessed a three-dimensional (3D) net structure and a large specific surface area. Thermal analysis, energetic performance, and sensitivities were investigated, and they were compared with NC/GAP and LLM-105 nanoparticles. The NC/GAP/nano-LLM-105 nanofibers show higher decomposition rates and lower decomposition temperatures. The NC/GAP/nano-LLM-105 decomposed to CO2, CO, H2O, N2O, and a few NO, -CH2O-, and -CH- fragments, in the thermal-infrared spectrometry online (TG-IR) measurement. The NC/GAP/nano-LLM-105 nanofibers demonstrated a higher standard specific impulse (Isp), a higher combustion chamber temperature (Tc), and a higher specialty height (H50). The introduction of nano-LLM-105 in the NC/GAP matrix results in an improvement in energetic performance and safety.",04-06-19,Openaire Products,doi_dedup___::d7e2c86769c5937e09cfc05be2974e52,https://doi.org/10.3390/nano9060854
34,1.0,10.1109/IPEMC.2016.7512469,An improved control scheme for single-phase auxiliary resonant snubber inverter,https://ieeexplore.ieee.org/document/7512469/,Baoquan Kou; Hailin Zhang; Yinxi Jin; Haoquan Zhang,"The traditional variable-timing control of auxiliary resonant snubber inverter (ARSI) realize natural zero-voltage-switching (ZVS) of main switches in every switching period to reduce the conduction loss. However, this method leads to failure of ZVS in the light load condition. Therefore, this paper proposes an improved control scheme with two modes for single-phase ARSI to achieve ZVS from zero load to full load. In heavy load mode (HLM), half of main switches are turned on at ZVS condition by using the output current to reduce the conduction loss. In light load mode (LLM), all the main switches achieve ZVS with the conduction of resonant branch to solve the problem of the failure of ZVS near zero load current. Besides, the auxiliary switches can operate at zero-current-switching (ZCS) condition. The proposed control scheme was first verified in the simulation and then validated in the experiment with an inverter prototype. The results show that the proposed control scheme can make main switches achieve ZVS from zero load to full load.",14-07-16,IEEE,7512469,https://ieeexplore.ieee.org/document/7512469/
35,1.0,10.1109/TII.2019.2912625,An Interpretable Fuzzy DBN-Based Classifier for Indoor User Movement Prediction in Ambient Assisted Living Applications,https://ieeexplore.ieee.org/document/8695137/,Xiongtao Zhang; Fu-Lai Chung; Shitong Wang,"In this paper, an interpretable fuzzy deep belief network (DBN)-based classifier called deep belief networks-based Takagi-Sugeno-Kang fuzzy classifier (DBN-TSK-FC) is created for indoor user movement prediction in ambient assisted living applications. With its promising classification performance, DBN-TSK-FC features sharing both the powerful neural representation ability of a DBN and the strong uncertainty-handling capability of an interpretable fuzzy representation. On the one hand, DBN-TSK-FC builds its interpretable fuzzy representation in a hierarchical way by applying the classical fuzzy clustering algorithm FCM to obtain fuzzy partitions on the training dataset. Then, it forms interpretable antecedent parts of fuzzy rules as the corresponding fuzzy representation. On the other hand, DBN-TSK-FC builds its DBN-based neural representation in the other hierarchical way. That is, it applies the existing unsupervised DBN pretraining on the training dataset and then takes the neural representation of all the hidden nodes in the top layer of the corresponding DBN as the set of consequent variables of fuzzy rules. In this approach, both the interpretable fuzzy representation and the DBN-based neural representation are further fused to form the corresponding fuzzy rules quickly by using the least learning machine (LLM) on both the fuzzy rules and the labeling information of the original dataset. Therefore, DBN-TSK-FC is essentially a deep TSK fuzzy classifier from the perspective of fuzzy rules, and it indeed avoids the very slow fine-tuning training required after the unsupervised pretraining of the existing DBN learning. The experimental results on the MovementAAL_RSS dataset indicate the effectiveness of the proposed classifier DBN-TSK-FC.",22-04-19,IEEE,8695137,https://ieeexplore.ieee.org/document/8695137/
36,1.0,10.1145/3618257.3624845,An LLM-based Framework for Fingerprinting Internet-connected Devices.,https://dblp.org/rec/conf/imc/SarabiYL23,Armin Sarabi; Tongxin Yin; Mingyan Liu,,2023,DBLP,224839,https://dblp.org/rec/conf/imc/SarabiYL23
37,1.0,,An LLM-Powered Adaptive Practicing System.,https://dblp.org/rec/conf/aied/KabirL23,Md Rayhan Kabir; Fuhua Lin,,2023,DBLP,167618,https://dblp.org/rec/conf/aied/KabirL23
38,1.0,10.1080/15389588.2018.1432858,Analysis of the influence of passenger vehicles front-end design on pedestrian lower extremity injuries by means of the LLMS model,https://openalex.org/W2789464225,Alessandro Scattina; Fuhao Mo; Catherine Masson; Massimiliano Avalle; Pierre‐Jean Arnoux,"This work aims at investigating the influence of some front-end design parameters a passenger vehicle on behavior and damage occurring in human lower limbs when impacted an accident.The analysis is carried out by means finite element using generic car model for safety (LLMS) purpose pedestrian safety. Considering standardized impact procedure (as 2003/12/EC Directive), parametric analysis, through experiments plan, was performed. Various material properties, bumper thickness, position higher beams, pedestrian, were made variable order to identify how they injury occurrence. The prediction evaluated from knee lateral flexion, ligament elongation, state stress bone structure.The results highlighted that offset between beams most influential parameter affecting response. smaller or absent considering other responses considered parameters. stiffness characteristics are, instead, more notable tibia. Even if optimal value variables could not be identified trends detected, with potential indicating strategies improvement.The front end against can improved optimizing its design. indicates improvement. In this work, each changed independently one time; future works, interaction also investigated. Moreover, similar standard mechanical legform understand diversities correlations tools models.",12-04-18,OPENALEX,W2789464225,https://openalex.org/W2789464225
3,0.80072933,10.1016/j.enmf.2020.12.001,"Anomalous sensitivity related to crystal characteristics of 2,6-diamino-3,5-dinitropyrazing-1-oxide (LLM-105)",https://openalex.org/W3112992816,Hongzhen Li; Xin Zhou; Run Xu; Shilong Hao; Dong Chen; Xin Zhou,"Sensitivity is one of the greatest concerns in explosive materials, and its underlying mechanism remains ambiguous. In this study, 2,6-diamino-3,5- dinitropyrazine -1-oxide (LLM-105) crystals with different morphologies, such as crosswise, needle, plate, block, diamond, spherical shapes, were prepared using a solution crystallization method, their crystal characteristics sensitivity investigated. It was found that H50 values (impact sensitivity) LLM-105 vary within an extremely wide range 33.8–112.2 cm are mainly influenced by particle morphology, integrity, surface defects, roughness, but mostly independent intracrystalline defects sizes. The friction sensitivities all samples zero unaffected characteristics. G50 (shock 0–6.9 mm, increasing decreasing sizes apparent density. Notably, shape, good smooth surface, fewer insensitive to impact shock impulse. relationships between complex show some abnormal phenomena, which can be attributed packing style aggregated microstructures LLM-105.",01-12-20,OPENALEX,W3112992816,https://openalex.org/W3112992816
3,0.80072933,10.1016/j.enmf.2020.12.001,"Anomalous sensitivity related to crystal characteristics of 2,6-diamino-3,5-dinitropyrazing-1-oxide (LLM-105)",https://doi.org/10.1016/j.enmf.2020.12.001,Xu Rong; Hongzhen Li; Chen Dong; Xiaoqing Zhou; Hao Shilong; Xin Zhou,"Abstract   Sensitivity is one of the greatest concerns in explosive materials, and its underlying mechanism remains ambiguous. In this study, 2,6-diamino-3,5- dinitropyrazine -1-oxide (LLM-105) crystals with different morphologies, such as crosswise, needle, plate, block, diamond, and spherical shapes, were prepared using a solution crystallization method, and their crystal characteristics and sensitivity were investigated. It was found that the H50 values (impact sensitivity) of LLM-105 vary within an extremely wide range of 33.8–112.2 cm and are mainly influenced by the particle morphology, crystal integrity, particle surface defects, and roughness, but are mostly independent of intracrystalline defects and particle sizes. The friction sensitivities of all samples are zero and are unaffected by the crystal characteristics. The G50 values (shock sensitivity) are within the range of 0–6.9 mm, increasing with decreasing particle sizes and the apparent crystal density. Notably, LLM-105 crystals with a spherical shape, good integrity, smooth surface, and fewer defects are insensitive to impact and shock impulse. The relationships between the crystal characteristics and the sensitivity of LLM-105 are extremely complex and show some abnormal phenomena, which can be attributed to the crystal packing style and aggregated microstructures of LLM-105.",01-12-20,Openaire Products,doi_________::737c8c201b09102a84bacf3fa4022ba4,https://doi.org/10.1016/j.enmf.2020.12.001
39,1.0,10.22364/BJMC.2023.11.3.04,Apple and Pear Scab Expert System.,https://dblp.org/rec/journals/bjmc/ApeinansZLL23,llmars Apeinans; Imants Zarembo; Gunars Lacis; Lienite Litavniece,,2023,DBLP,21845,https://dblp.org/rec/journals/bjmc/ApeinansZLL23
40,1.0,10.1109/NetSoft57336.2023.10175410,AppleSeed: Intent-Based Multi-Domain Infrastructure Management via Few-Shot Learning,https://ieeexplore.ieee.org/document/10175410/,Jieyu Lin; Kristina Dzeparoska; Ali Tizghadam; Alberto Leon-Garcia,"Managing complex infrastructures in multi-domain settings is time-consuming and error-prone. Intent-based infrastructure management is a means to simplify management by allowing users to specify intents, i.e., high-level statements in natural language, that are automatically realized by the system. However, providing intent-based multi-domain infrastructure management poses a number of challenges: 1) intent translation; 2) plan execution and parallelization; 3) incompatible cross-domain abstractions. To tackle these challenges, we propose AppleSeed, an intent-based infrastructure management system that enables an end-to-end intent-to-deployment pipeline. AppleSeed uses few-shot learning for training a Large Language Model (LLM) to translate intents into intermediate programs, which are processed by a just-in-time compiler and a materialization module to automatically generate parallelizable, domain-specific executable programs. We evaluate the system in two use cases: Deep Packet Inspection (DPI); and machine learning training and inferencing. Our system achieves efficient intent translation into an execution plan with an average 22.3x lines of code to intent word ratio. It also speeds up the execution of the management plan by 1.7-2.6 times with our JIT compilation for parallelized execution compared to sequential execution.",13-07-23,IEEE,10175410,https://ieeexplore.ieee.org/document/10175410/
41,1.0,10.1016/j.saa.2020.118577,Application of a multi-channel in-situ infrared spectroscopy: The case of LLM-105,https://openalex.org/W3033893139,Qian Xiao; Heliang Sui; Xiaofei Hao; Jie Chen; Ying Yin; Yu Qian; Xiulan Yang; Xin Ju,"The thermal decomposition process of 2,6-diamino-3,5-dinitropyrazine-1-oxide(LLM-105)under several constant temperatures (100 °C, 115 130 and 145 °C) have been studied by a multi-channel in-situ reaction system. Almost 1000 spectra were obtained within 24 days Fourier-transform infrared spectroscopy (FT-IR). activation energies (Eα) C-NH2 C-NO2 in LLM-105 calculated the Arrhenius equation to be 89.65 145.09 kJ mol−1, respectively. under long-term temperature is divided into two paths: intramolecular H-transfer partition. It feasible study aging materials using combination system FT-IR, which can effectively monitor evolution structure.",01-10-20,OPENALEX,W3033893139,https://openalex.org/W3033893139
42,1.0,10.5281/zenodo.8403782,Architecting the Future: A Vision for Using Large Language Models to Enable Open Science,https://zenodo.org/api/records/8403782,"Bugbee, Kaylin; Ramachandran, Rahul","This document outlines our thoughts on the need for open science principles as it relates to using Large Language Models (LLMs) in data systems. We describe our ideas for open science principles to guide LLM development and implementation. We also outline an Approach for an LLM-Enabled, open science search infrastructure.",03-10-23,Zenodo,8403782,https://zenodo.org/records/8403782
43,1.0,10.48550/ARXIV.2303.12810,Are LLMs the Master of All Trades? : Exploring Domain-Agnostic Reasoning Skills of LLMs.,https://dblp.org/rec/journals/corr/abs-2303-12810,Shrivats Agrawal,,2023,DBLP,283229,https://dblp.org/rec/journals/corr/abs-2303-12810
44,1.0,10.5281/zenodo.8304433,Artifact of Enhancing Genetic Improvement Mutations Using Large Language Models,https://zenodo.org/api/records/8304433,Alexander Brownlee; James Callan; Karine Even-Mendoza; Alina Geiger; Carol Hanna; Justyna Petke; Federica Sarro; Dominik Sobania,"This is the artefact of the paper adding LLM to Gin: Enhancing Genetic Improvement Mutations Using Large Language Models with additional data.
The code, LLMs prompt and experimental infrastructure, data from the evaluation, and results are available as open source at here. The code is also under the ‘llm’ branch of github.com/gintool/gin (commit 9fe9bdf; branched from master commit 2359f57 pending full integration with Gin).",01-09-23,Zenodo,8304433,https://zenodo.org/records/8304433
45,1.0,10.5281/zenodo.8111952,Automated Domain Modeling with Large Language Models: A Comparative Study,https://zenodo.org/api/records/8111952,"Chen, Kua; Yang,Yujing; Chen, Boqi; Hernández López	, José Antonio; Mussbacher, Gunter; Varró, Dániel",This paper describes a new approach of using LLM to automate domain model generation.,03-07-23,Zenodo,8111952,https://zenodo.org/records/8111952
46,1.0,10.1109/COMPSAC57700.2023.00275,Automated Metamorphic-Relation Generation with ChatGPT: An Experience Report,https://ieeexplore.ieee.org/document/10196883/,Yifan Zhang; Dave Towey; Matthew Pike,"This paper reports on a pilot study of using ChatGPT, a language model based on GPT-3.5 architecture, for automatic generation of metamorphic relations (MRs), in the context of testing of autonomous driving systems (ADSs). The oracle problem is a major challenge in testing such systems, where it is difficult to determine whether or not the output of a system is correct. Metamorphic testing (MT) can alleviate this problem by checking the consistency of the system’s outputs under various transformations. However, manual generation of MRs is often a time-consuming and error-prone process. Automated MR generation can yield several benefits, including enhanced efficiency, quality, coverage, scalability, and reusability in software testing, thereby facilitating a more comprehensive and effective testing process. In this paper, we investigate the effectiveness of using ChatGPT for automatic generation of MRs for ADSs. We provide a detailed methodology for generating MRs using ChatGPT and evaluate the generated MRs using our domain knowledge and existing MRs. The results of our study indicate that our proposed approach is effective at generating high-quality MRs, and can significantly reduce the manual effort required for MR generation. Furthermore, we discuss the practical implications and limitations of using ChatGPT for MR generation and provide recommendations for future research. Our study contributes to the advancement of automated testing of ADSs, which is crucial for ensuring their safety and reliability in real-world scenarios.",02-08-23,IEEE,10196883,https://ieeexplore.ieee.org/document/10196883/
47,1.0,10.1109/ICSE48619.2023.00129,Automated Program Repair in the Era of Large Pre-trained Language Models,https://ieeexplore.ieee.org/document/10172803/,Chunqiu Steven Xia; Yuxiang Wei; Lingming Zhang,"Automated Program Repair (APR) aims to help developers automatically patch software bugs. However, current state-of-the-art traditional and learning-based APR techniques face the problem of limited patch variety, failing to fix complicated bugs. This is mainly due to the reliance on bug-fixing datasets to craft fix templates (traditional) or directly predict potential patches (learning-based). Large Pre-Trained Language Models (LLMs), trained using billions of text/code tokens, can potentially help avoid this issue. Very recently, researchers have directly leveraged LLMs for APR without relying on any bug-fixing datasets. Meanwhile, such existing work either failed to include state-of-the-art LLMs or was not evaluated on realistic datasets. Thus, the true power of modern LLMs on the important APR problem is yet to be revealed. In this work, we perform the first extensive study on directly applying LLMs for APR. We select 9 recent state-of-the-art LLMs, including both generative and infilling models, ranging from 125M to 20B in size. We designed 3 different repair settings to evaluate the different ways we can use LLMs to generate patches: 1) generate the entire patch function, 2) fill in a chunk of code given the prefix and suffix 3) output a single line fix. We apply the LLMs under these repair settings on 5 datasets across 3 different languages and compare different LLMs in the number of bugs fixed, generation speed and compilation rate. We also compare the LLMs against recent state-of-the-art APR tools. Our study demonstrates that directly applying state-of-the-art LLMs can already substantially outperform all existing APR techniques on all our datasets. Among the studied LLMs, the scaling effect exists for APR where larger models tend to achieve better performance. Also, we show for the first time that suffix code after the buggy line (adopted in infilling-style APR) is important in not only generating more fixes but more patches with higher compilation rate. Besides patch generation, the LLMs consider correct patches to be more natural than other ones, and can even be leveraged for effective patch ranking or patch correctness checking. Lastly, we show that LLM-based APR can be further substantially boosted via: 1) increasing the sample size, and 2) incorporating fix template information.",14-07-23,IEEE,10172803,https://ieeexplore.ieee.org/document/10172803/
48,1.0,10.5281/zenodo.7783710,Automatically Semantically Augmenting LLM Prompts (for Code Summarization),https://doi.org/10.5281/zenodo.7783710,Blinded,Placeholder,28-03-23,Openaire Products,doi_dedup___::326466c0045804138da54ed0ba0e7ea9,https://doi.org/10.5281/zenodo.7783710
